This is Ipopt version 3.14.16, running with linear solver MUMPS 5.6.2.

Number of nonzeros in equality constraint Jacobian...:     1567
Number of nonzeros in inequality constraint Jacobian.:     6735
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     1268
                     variables with only lower bounds:        0
                variables with lower and upper bounds:     1266
                     variables with only upper bounds:        0
Total number of equality constraints.................:      704
Total number of inequality constraints...............:      648
        inequality constraints with only lower bounds:       51
   inequality constraints with lower and upper bounds:      597
        inequality constraints with only upper bounds:        0

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 215r 1.0051886e-02 2.39e-02 3.96e+00  -7.2 1.89e+00    -  6.85e-02 4.48e-02h  1
 216r 1.0059233e-02 2.36e-02 3.09e+02  -5.3 6.20e+01    -  6.50e-01 6.60e-03h  1
 217r 1.0050211e-02 2.24e-02 2.77e+02  -5.8 5.53e+00    -  1.13e-01 5.46e-02h  1
 218r 1.0038969e-02 1.17e-02 1.89e+02  -5.8 8.77e-01    -  2.69e-01 4.81e-01f  1
 219r 1.0022035e-02 2.23e-03 3.86e+01  -5.8 6.54e-01    -  7.67e-01 8.47e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 220r 1.0002491e-02 7.52e-04 4.47e-02  -5.8 5.72e-01    -  6.74e-01 1.00e+00f  1
 221r 9.9888869e-03 7.52e-04 7.10e-03  -5.8 4.33e-01    -  1.00e+00 1.00e+00h  1
 222r 9.9776812e-03 7.53e-04 2.19e-03  -6.2 4.44e-01    -  1.00e+00 1.00e+00h  1
 223r 9.9860093e-03 7.52e-04 1.66e-01  -5.9 3.34e+00    -  1.00e+00 1.07e-01h  1
 224r 9.9985525e-03 7.52e-04 1.11e-01  -6.1 7.18e-01    -  3.61e-01 7.36e-01h  1
 225r 1.0009170e-02 7.51e-04 7.79e-02  -6.1 2.49e+00    -  4.46e-01 1.79e-01f  1
 226r 1.0019035e-02 7.51e-04 5.98e-02  -6.1 3.59e+00    -  5.84e-01 1.52e-01f  1
 227r 1.0020809e-02 7.51e-04 1.82e-01  -6.1 2.64e+00    -  1.00e+00 2.42e-02f  1
 228r 1.0094540e-02 6.21e-03 1.71e-01  -6.1 2.80e+00    -  1.00e+00 1.00e+00f  1
 229r 1.0098523e-02 5.65e-03 1.78e+00  -6.1 1.44e+00    -  5.06e-01 9.23e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 230r 1.0145381e-02 2.52e-03 3.03e-02  -6.1 1.74e+00    -  1.00e+00 1.00e+00f  1
 231r 1.0151627e-02 2.10e-03 3.48e-01  -6.1 1.26e+00    -  1.00e+00 1.80e-01h  1
 232r 1.0153894e-02 7.45e-04 1.88e-02  -6.1 4.94e-01    -  5.05e-01 1.00e+00f  1
 233r 1.0174041e-02 2.35e-03 1.38e-01  -6.1 1.51e+00    -  1.00e+00 8.96e-01h  1
 234r 1.0178722e-02 1.64e-03 1.30e+02  -5.4 7.81e-01    -  7.59e-01 3.66e-01f  1
 235r 1.0153247e-02 4.35e-03 1.16e+02  -5.7 3.43e+00    -  1.56e-01 4.62e-01h  1
 236r 1.0149523e-02 4.15e-03 1.03e+02  -5.7 2.75e+00    -  1.07e-01 4.25e-02f  1
 237r 1.0142154e-02 3.55e-03 8.30e+01  -5.7 2.35e+00    -  1.94e-01 1.32e-01f  1
 238r 1.0116048e-02 1.65e-03 4.62e+01  -5.7 2.99e+00    -  4.43e-01 3.55e-01f  1
 239r 1.0058534e-02 3.66e-03 2.01e+01  -5.7 2.15e+00    -  5.52e-01 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 240r 1.0032218e-02 2.40e-03 8.52e-01  -5.7 2.05e+00    -  1.00e+00 5.28e-01h  1
 241r 9.9897426e-03 1.91e-03 3.71e-02  -5.7 1.67e+00    -  1.00e+00 1.00e+00f  1
 242r 9.9764748e-03 7.53e-04 5.66e-01  -5.7 1.21e+00    -  3.69e-01 5.02e-01h  1
 243r 9.9709485e-03 7.53e-04 6.73e-01  -5.7 2.07e+00    -  6.88e-01 1.56e-01f  1
 244r 9.9390258e-03 7.54e-04 7.65e-02  -5.7 1.48e+00    -  1.00e+00 1.00e+00f  1
 245r 9.9172388e-03 7.55e-04 1.26e-02  -5.7 1.10e+00    -  7.61e-01 1.00e+00h  1
 246r 9.8934704e-03 7.56e-04 1.13e-02  -5.7 1.06e+00    -  1.00e+00 1.00e+00h  1
 247r 9.8732678e-03 7.57e-04 3.33e-03  -5.7 8.91e-01    -  1.00e+00 1.00e+00h  1
 248r 9.8547022e-03 7.58e-04 5.13e-03  -5.7 8.32e-01    -  1.00e+00 1.00e+00h  1
 249r 9.8384864e-03 7.59e-04 5.27e-03  -5.7 6.99e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 250r 9.8246731e-03 7.59e-04 7.34e-03  -5.7 6.82e-01    -  1.00e+00 1.00e+00h  1
 251r 9.8119101e-03 7.60e-04 4.69e-03  -5.7 5.92e-01    -  1.00e+00 1.00e+00h  1
 252r 9.8033648e-03 7.61e-04 2.38e-02  -5.7 5.11e-01    -  1.00e+00 1.00e+00h  1
 253r 9.7877288e-03 7.61e-04 8.86e-02  -5.7 9.96e-01    -  1.00e+00 1.00e+00h  1
 254r 9.7596127e-03 7.63e-04 5.14e-01  -5.7 1.32e+00    -  6.62e-01 1.00e+00h  1
 255r 9.7463268e-03 1.11e-03 1.40e-01  -5.7 1.04e+00    -  1.00e+00 1.00e+00h  1
 256r 9.7389783e-03 1.21e-03 8.05e-02  -5.7 8.39e-01    -  7.24e-01 7.49e-01h  1
 257r 9.7262470e-03 7.64e-04 4.92e-02  -5.7 7.67e-01    -  1.00e+00 1.00e+00f  1
 258r 9.7122697e-03 7.65e-04 7.42e-02  -5.7 1.08e+00    -  1.00e+00 8.48e-01h  1
 259r 9.7031900e-03 7.65e-04 5.94e-02  -5.7 6.67e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 260r 9.6798627e-03 7.66e-04 1.83e-01  -5.7 1.33e+00    -  8.36e-01 1.00e+00h  1
 261r 9.6699377e-03 7.67e-04 3.22e-02  -5.7 5.15e-01    -  6.03e-01 1.00e+00h  1
 262r 9.6671609e-03 7.67e-04 1.06e-02  -6.4 5.27e-01    -  1.00e+00 3.70e-01h  1
 263r 9.7076776e-03 2.26e-03 4.44e+02  -4.6 1.26e+01    -  3.81e-01 1.49e-01f  1
 264r 9.7030281e-03 2.16e-03 1.54e+02  -5.2 4.64e+00    -  4.43e-01 4.65e-02h  1
 265r 9.6977398e-03 1.84e-03 6.09e+01  -5.2 2.83e+00    -  4.12e-01 1.19e-01f  1
 266r 9.6535477e-03 1.63e-03 2.08e-01  -5.2 1.94e+00    -  1.00e+00 1.00e+00f  1
 267r 9.6342018e-03 8.07e-04 6.75e+00  -5.2 2.16e+00    -  8.68e-01 5.67e-01h  1
 268r 9.5956655e-03 1.66e-03 1.08e-01  -5.2 1.90e+00    -  1.00e+00 1.00e+00f  1
 269r 9.5713604e-03 7.71e-04 1.59e-01  -5.2 1.46e+00    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 270r 9.5387264e-03 1.32e-03 4.55e-02  -5.2 1.68e+00    -  1.00e+00 1.00e+00h  1
 271r 9.5106374e-03 7.73e-04 6.49e-02  -5.2 1.53e+00    -  1.00e+00 1.00e+00h  1
 272r 9.4917023e-03 7.74e-04 8.91e-02  -5.2 1.21e+00    -  1.00e+00 1.00e+00h  1
 273r 9.4551999e-03 4.03e-03 9.47e-02  -5.2 1.55e+00    -  1.00e+00 1.00e+00h  1
 274r 9.4316659e-03 7.76e-04 9.66e-02  -5.2 1.40e+00    -  1.00e+00 1.00e+00h  1
 275r 9.4165652e-03 7.76e-04 4.12e-01  -5.2 1.44e+00    -  1.00e+00 7.27e-01h  1
 276r 9.4007908e-03 7.77e-04 1.30e+00  -5.2 1.30e+00    -  6.85e-01 5.56e-01f  1
 277r 9.3829839e-03 7.78e-04 3.25e-01  -5.2 1.54e+00    -  1.00e+00 8.60e-01f  1
 278r 9.3685079e-03 7.78e-04 1.08e-02  -5.2 6.86e-01    -  9.83e-01 1.00e+00f  1
 279r 9.3597263e-03 7.78e-04 9.38e-03  -5.2 6.10e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 280r 9.3518194e-03 7.79e-04 7.35e-03  -5.2 4.24e-01    -  1.00e+00 1.00e+00h  1
 281r 9.3472927e-03 7.79e-04 5.52e-03  -5.6 3.14e-01    -  1.00e+00 1.00e+00h  1
 282r 9.3656161e-03 7.78e-04 2.07e+01  -6.2 1.07e+00    -  1.00e+00 8.49e-01h  1
 283r 9.3900427e-03 1.82e-03 3.52e+01  -6.2 6.12e+00    -  5.02e-01 1.92e-01h  1
 284r 9.3973837e-03 1.66e-03 3.23e+01  -6.2 5.43e+00    -  6.30e-02 7.36e-02f  1
 285r 9.4025067e-03 1.61e-03 3.41e+01  -6.2 3.34e+00    -  2.08e-01 6.15e-02f  1
 286r 9.4164924e-03 1.35e-03 4.69e+01  -6.2 6.12e+00    -  1.00e+00 1.28e-01f  1
 287r 9.4262010e-03 1.38e-03 3.77e+01  -6.2 3.36e+00    -  2.74e-01 1.95e-01h  1
 288r 9.4447094e-03 7.76e-04 2.43e+01  -6.2 2.66e+00    -  4.11e-02 3.67e-01f  1
 289r 9.5167230e-03 6.32e-03 1.34e+01  -6.2 1.06e+01    -  9.00e-02 4.52e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 290r 9.5263570e-03 5.48e-03 1.23e+01  -6.2 6.18e+00    -  5.66e-01 5.99e-02f  1
 291r 9.6182985e-03 6.86e-03 4.27e+00  -6.2 7.91e+00    -  7.62e-01 6.52e-01h  1
 292r 9.6623401e-03 4.69e-03 3.92e+00  -6.2 3.95e+00    -  5.95e-02 4.91e-01f  1
 293r 9.7184777e-03 6.57e-03 2.69e+00  -6.2 7.03e+00    -  9.79e-01 3.95e-01f  1
 294r 9.7505465e-03 3.13e-03 1.85e+00  -6.2 5.74e+00    -  3.51e-01 3.23e-01h  1
 295r 9.7611265e-03 2.90e-03 1.77e+00  -6.2 6.18e+00    -  1.63e-01 8.43e-02h  1
 296r 9.7814723e-03 2.56e-03 1.03e+00  -6.2 5.13e+00    -  4.42e-02 1.89e-01f  1
 297r 9.7940478e-03 2.37e-03 9.24e-01  -6.2 5.57e+00    -  1.44e-01 1.22e-01f  1
 298r 9.9091506e-03 1.62e-02 2.05e+00  -6.2 5.11e+00    -  1.21e-01 1.00e+00f  1
 299r 9.9442597e-03 1.18e-02 1.64e+00  -6.2 1.04e+01    -  2.20e-01 2.00e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 300r 1.0022418e-02 1.29e-02 1.19e+00  -6.2 1.14e+01    -  3.37e-01 2.86e-01h  1
 301r 1.0022823e-02 1.29e-02 1.18e+00  -6.2 7.50e+00    -  2.90e-02 3.19e-03h  1
 302r 1.0028680e-02 1.22e-02 1.00e+00  -6.2 4.33e+00    -  1.35e-01 5.14e-02f  1
 303r 1.0035805e-02 1.15e-02 8.62e-01  -6.2 7.06e+00    -  7.76e-01 5.45e-02h  1
 304r 1.0047442e-02 1.02e-02 2.79e+00  -6.2 7.16e+00    -  6.13e-01 1.01e-01h  1
 305r 1.0054494e-02 9.47e-03 1.88e+00  -6.2 4.73e+00    -  1.33e-01 7.17e-02h  1
 306r 1.0078830e-02 6.91e-03 4.11e+00  -6.2 5.04e+00    -  4.64e-02 2.43e-01h  1
 307r 1.0079870e-02 6.81e-03 3.67e+00  -6.2 3.93e+00    -  8.48e-02 1.45e-02h  1
 308r 1.0092338e-02 5.74e-03 2.65e+00  -6.2 4.06e+00    -  5.45e-01 1.48e-01f  1
 309r 1.0095124e-02 5.48e-03 2.53e+00  -6.2 4.85e+00    -  7.26e-02 4.29e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 310r 1.0161763e-02 5.87e-03 2.70e+00  -6.2 4.09e+00    -  2.45e-01 5.83e-01f  1
 311r 1.0163604e-02 5.76e-03 2.73e+02  -5.5 7.87e+00    -  1.00e+00 1.69e-02f  1
 312r 1.0158817e-02 4.81e-03 2.52e+02  -5.8 2.52e+00    -  6.13e-02 1.48e-01h  1
 313r 1.0148337e-02 7.45e-04 1.80e+02  -5.8 6.08e-01    -  1.04e-01 1.00e+00f  1
 314r 1.0109212e-02 1.37e-03 8.84e+00  -5.8 1.35e+00    -  9.37e-01 1.00e+00h  1
 315r 1.0078080e-02 1.48e-03 6.74e+00  -5.8 1.34e+00    -  5.14e-01 8.09e-01h  1
 316r 1.0046617e-02 8.88e-04 5.79e-02  -5.8 1.17e+00    -  1.00e+00 1.00e+00f  1
 317r 1.0021570e-02 7.51e-04 3.57e-03  -5.8 9.77e-01    -  1.00e+00 1.00e+00h  1
 318r 1.0000718e-02 7.51e-04 2.10e-03  -5.8 7.80e-01    -  1.00e+00 1.00e+00h  1
 319r 9.9844280e-03 7.52e-04 8.57e-03  -5.8 6.46e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 320r 9.9687778e-03 7.53e-04 7.01e-03  -5.8 5.56e-01    -  1.00e+00 1.00e+00h  1
 321r 9.9573860e-03 7.53e-04 9.17e-03  -5.8 4.95e-01    -  1.00e+00 1.00e+00h  1
 322r 9.9483268e-03 7.54e-04 8.14e-03  -6.5 3.63e-01    -  1.00e+00 1.00e+00h  1
 323r 9.9882633e-03 1.20e-03 5.25e+01  -5.2 4.40e+00    -  2.37e-01 3.25e-01f  1
 324r 9.9741881e-03 1.10e-03 4.44e+01  -5.8 3.84e+00    -  1.63e-01 1.59e-01h  1
 325r 9.9690713e-03 7.53e-04 4.57e+01  -5.8 4.55e-01    -  1.00e+00 4.67e-01f  1
 326r 9.9650304e-03 7.53e-04 2.68e+01  -5.8 3.57e-01    -  1.00e+00 4.07e-01f  1
 327r 9.9577104e-03 7.53e-04 5.15e-03  -5.8 2.94e-01    -  1.00e+00 1.00e+00f  1
 328r 9.9527984e-03 7.54e-04 5.00e-03  -6.4 1.88e-01    -  1.00e+00 9.67e-01h  1
 329r 9.9808716e-03 8.28e-04 1.32e+01  -5.5 6.66e+00    -  2.15e-01 1.70e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 330r 9.9658372e-03 7.67e-04 1.26e+01  -6.1 2.48e+00    -  1.79e-01 2.46e-01H  1
 331r 9.9839308e-03 7.85e-04 1.62e+01  -6.1 2.41e+00    -  8.87e-02 3.21e-01f  1
 332r 1.0002626e-02 7.51e-04 1.57e+01  -6.1 2.05e+00    -  1.92e-01 3.83e-01f  1
 333r 1.0015174e-02 7.51e-04 6.19e+00  -6.1 1.80e+00    -  1.00e+00 2.69e-01f  1
 334r 1.0062489e-02 2.40e-03 2.18e-02  -6.1 1.83e+00    -  1.00e+00 1.00e+00f  1
 335r 1.0094975e-02 1.30e-03 1.17e-01  -6.1 1.21e+00    -  1.00e+00 9.62e-01h  1
 336r 1.0131160e-02 1.47e-03 3.49e-02  -6.1 1.40e+00    -  1.00e+00 1.00e+00f  1
 337r 1.0154564e-02 8.56e-04 1.00e-01  -6.1 1.12e+00    -  1.00e+00 7.72e-01h  1
 338r 1.0145953e-02 7.45e-04 1.88e-02  -6.1 4.22e-01    -  3.37e-01 1.00e+00h  1
 339r 1.0164191e-02 7.44e-04 3.85e-02  -6.1 1.14e+00    -  1.00e+00 7.83e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 340r 1.0170438e-02 7.44e-04 3.34e-02  -6.1 5.23e-01    -  5.98e-01 1.00e+00h  1
 341r 1.0179442e-02 7.43e-04 5.99e-03  -6.1 6.14e-01    -  1.00e+00 1.00e+00h  1
 342r 1.0185286e-02 7.43e-04 3.00e-03  -6.1 5.42e-01    -  1.00e+00 8.32e-01h  1
 343r 1.0191666e-02 7.43e-04 3.11e-03  -6.1 4.48e-01    -  9.58e-01 1.00e+00f  1
 344r 1.0198674e-02 7.42e-04 4.47e-03  -6.1 5.81e-01    -  1.00e+00 1.00e+00h  1
 345r 1.0206020e-02 7.42e-04 4.21e-03  -6.1 4.98e-01    -  1.00e+00 1.00e+00h  1
 346r 1.0213498e-02 7.41e-04 5.56e-03  -6.1 6.22e-01    -  1.00e+00 1.00e+00h  1
 347r 1.0221307e-02 7.41e-04 4.07e-03  -6.1 5.40e-01    -  1.00e+00 1.00e+00h  1
 348r 1.0228348e-02 7.41e-04 7.75e-03  -6.1 6.30e-01    -  1.00e+00 1.00e+00h  1
 349r 1.0239637e-02 7.60e-04 1.78e-02  -6.1 7.36e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 350r 1.0252421e-02 1.74e-03 8.98e-02  -6.1 1.09e+00    -  1.00e+00 1.00e+00h  1
 351r 1.0268411e-02 1.77e-03 8.31e-02  -6.1 9.93e-01    -  1.00e+00 1.00e+00h  1
 352r 1.0281563e-02 1.80e-03 1.38e-01  -6.1 1.04e+00    -  7.78e-01 1.00e+00h  1
 353r 1.0295881e-02 1.34e-03 3.10e-02  -6.1 9.46e-01    -  1.00e+00 1.00e+00h  1
 354r 1.0309459e-02 1.71e-03 4.92e-02  -6.1 1.07e+00    -  1.00e+00 1.00e+00h  1
 355r 1.0325580e-02 1.70e-03 4.20e-02  -6.1 1.05e+00    -  1.00e+00 1.00e+00h  1
 356r 1.0341178e-02 2.21e-03 5.80e-02  -6.1 1.21e+00    -  1.00e+00 1.00e+00h  1
 357r 1.0359323e-02 2.16e-03 4.68e-02  -6.1 1.17e+00    -  1.00e+00 1.00e+00h  1
 358r 1.0378041e-02 3.29e-03 8.17e-02  -6.1 1.47e+00    -  1.00e+00 1.00e+00h  1
 359r 1.0405438e-02 4.48e-03 1.14e-01  -6.1 1.62e+00    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 360r 1.0407764e-02 4.00e-03 2.69e+00  -6.1 1.50e+00    -  1.00e+00 1.14e-01h  1
 361r 1.0430066e-02 2.87e-03 8.50e-02  -6.1 1.29e+00    -  1.00e+00 1.00e+00f  1
 362r 1.0443206e-02 1.74e-03 2.00e+00  -6.1 1.12e+00    -  2.66e-01 8.04e-01h  1
 363r 1.0461614e-02 2.20e-03 3.07e-02  -6.1 1.15e+00    -  1.00e+00 1.00e+00f  1
 364r 1.0481462e-02 3.68e-03 3.10e-01  -6.1 1.48e+00    -  6.21e-01 1.00e+00h  1
 365r 1.0484784e-02 3.29e-03 1.77e+00  -6.1 1.51e+00    -  8.55e-01 1.18e-01h  1
 366r 1.0512012e-02 6.65e-03 1.42e+00  -6.1 1.82e+00    -  1.75e-01 1.00e+00f  1
 367r 1.0539103e-02 5.87e-03 2.92e-01  -6.1 1.56e+00    -  6.48e-01 1.00e+00h  1
 368r 1.0568315e-02 3.12e-02 4.88e-01  -6.1 3.03e+00    -  6.07e-01 1.00e+00h  1
 369r 1.0636479e-02 4.43e-02 2.36e+00  -6.1 4.71e+00    -  1.94e-01 7.90e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 370r 1.0638872e-02 3.97e-02 2.11e+00  -6.1 1.54e+00    -  1.04e-01 1.05e-01f  1
 371r 1.0642910e-02 3.81e-02 1.99e+00  -6.1 4.54e+00    -  1.30e-02 1.26e-01f  1
 372r 1.0644031e-02 3.70e-02 1.92e+00  -6.1 4.52e+00    -  1.24e-01 3.82e-02f  1
 373r 1.0633866e-02 3.56e-02 1.83e+00  -6.1 6.77e+00    -  2.03e-01 5.23e-02h  1
 374r 1.0641686e-02 3.67e-02 1.71e+00  -6.1 1.59e+01    -  2.40e-02 6.01e-02h  1
 375r 1.0642094e-02 3.42e-02 2.98e+00  -6.1 2.86e+00    -  1.57e-01 7.11e-02f  1
 376r 1.0645756e-02 3.31e-02 8.74e+00  -6.1 7.27e+00    -  7.54e-01 3.69e-02h  1
 377r 1.0648093e-02 2.42e-02 3.97e+00  -6.1 2.55e+00    -  1.29e-01 3.07e-01h  1
 378r 1.0660612e-02 2.75e-02 3.47e+00  -6.1 1.10e+01    -  7.99e-02 1.15e-01f  1
 379r 1.0665816e-02 1.78e-02 6.79e+00  -6.1 1.80e+00    -  6.10e-01 3.74e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 380r 1.0706589e-02 9.18e-02 4.69e+00  -6.1 1.18e+01    -  3.31e-01 4.34e-01h  1
 381r 1.0726716e-02 2.88e-02 1.86e+00  -6.1 3.10e+00    -  8.93e-01 7.54e-01h  1
 382r 1.0729790e-02 2.47e-02 1.82e+00  -6.1 1.27e+00    -  1.00e+00 1.44e-01h  1
 383r 1.0728988e-02 9.88e-03 2.22e-01  -6.1 1.91e+00    -  6.71e-01 1.00e+00h  1
 384r 1.0748823e-02 2.65e-03 3.80e-01  -6.1 7.42e-01    -  1.00e+00 6.86e-01h  1
 385r 1.0770584e-02 4.52e-04 3.36e-02  -6.1 6.66e-01    -  1.48e-03 1.00e+00h  1
 386r 1.0784874e-02 3.00e-04 1.05e-03  -6.1 4.17e-01    -  1.00e+00 1.00e+00h  1
 387r 1.0797129e-02 3.03e-04 5.12e-03  -6.8 3.23e-01    -  1.00e+00 1.00e+00h  1
 388r 1.0864634e-02 4.49e-03 1.03e+02  -5.2 1.37e+01    -  3.10e-01 1.43e-01f  1
 389r 1.0831042e-02 4.94e-03 8.91e+01  -5.9 6.43e+00    -  1.34e-01 1.48e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 390r 1.0815477e-02 3.91e-03 6.58e+01  -5.9 1.61e+00    -  2.61e-01 2.59e-01f  1
 391r 1.0799732e-02 3.08e-03 4.25e+00  -5.9 1.79e+00    -  1.00e+00 2.61e-01f  1
 392r 1.0746349e-02 2.92e-03 7.87e-02  -5.9 1.50e+00    -  1.00e+00 1.00e+00f  1
 393r 1.0703741e-02 1.93e-03 4.09e-02  -5.9 1.25e+00    -  1.00e+00 1.00e+00h  1
 394r 1.0668405e-02 1.29e-03 1.33e-02  -5.9 1.09e+00    -  1.00e+00 1.00e+00h  1
 395r 1.0636259e-02 9.87e-04 4.04e-02  -5.9 1.11e+00    -  1.00e+00 1.00e+00h  1
 396r 1.0606748e-02 9.01e-04 6.83e-02  -5.9 7.98e-01    -  1.00e+00 1.00e+00h  1
 397r 1.0584390e-02 3.90e-04 1.10e-02  -5.9 8.40e-01    -  1.00e+00 1.00e+00h  1
 398r 1.0561646e-02 4.88e-04 1.54e-02  -5.9 5.64e-01    -  1.00e+00 1.00e+00h  1
 399r 1.0547270e-02 2.72e-04 6.65e-03  -5.9 5.36e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 400r 1.0535605e-02 2.71e-04 5.07e-03  -5.9 3.29e-01    -  1.00e+00 1.00e+00h  1

Number of Iterations....: 400

                                   (scaled)                 (unscaled)
Objective...............:   1.0535604598802772e-02    1.0535604598802772e-02
Dual infeasibility......:   8.7798066885686147e-03    8.7798066885686147e-03
Constraint violation....:   2.7062776786156346e-04    2.7062776786156346e-04
Variable bound violation:   0.0000000000000000e+00    0.0000000000000000e+00
Complementarity.........:   1.2434029781869934e-06    1.2434029781869934e-06
Overall NLP error.......:   8.7798066885686147e-03    8.7798066885686147e-03


Number of objective function evaluations             = 560
Number of objective gradient evaluations             = 133
Number of equality constraint evaluations            = 560
Number of inequality constraint evaluations          = 560
Number of equality constraint Jacobian evaluations   = 402
Number of inequality constraint Jacobian evaluations = 402
Number of Lagrangian Hessian evaluations             = 0
Total seconds in IPOPT (w/o function evaluations)    =      7.311
Total seconds in NLP function evaluations            =      3.491


Timing Statistics:

OverallAlgorithm....................:     14.841 (sys:      4.344 wall:     10.803)
 PrintProblemStatistics.............:      0.001 (sys:      0.000 wall:      0.001)
 InitializeIterates.................:      0.264 (sys:      0.029 wall:      0.058)
 UpdateHessian......................:      0.015 (sys:      0.040 wall:      0.008)
 OutputIteration....................:      1.716 (sys:      0.341 wall:      0.857)
 UpdateBarrierParameter.............:      1.086 (sys:      0.557 wall:      0.923)
 ComputeSearchDirection.............:      0.306 (sys:      0.141 wall:      0.228)
 ComputeAcceptableTrialPoint........:     10.576 (sys:      2.949 wall:      8.212)
 AcceptTrialPoint...................:      0.005 (sys:      0.001 wall:      0.003)
 CheckConvergence...................:      0.775 (sys:      0.246 wall:      0.484)
PDSystemSolverTotal.................:      1.339 (sys:      0.586 wall:      1.033)
 PDSystemSolverSolveOnce............:      1.313 (sys:      0.571 wall:      1.006)
 ComputeResiduals...................:      0.016 (sys:      0.004 wall:      0.015)
 StdAugSystemSolverMultiSolve.......:      4.665 (sys:      1.984 wall:      3.887)
 LinearSystemScaling................:      0.000 (sys:      0.000 wall:      0.000)
 LinearSystemSymbolicFactorization..:      0.024 (sys:      0.000 wall:      0.006)
 LinearSystemFactorization..........:      0.000 (sys:      0.000 wall:      0.000)
 LinearSystemBackSolve..............:      2.199 (sys:      0.675 wall:      2.122)
 LinearSystemStructureConverter.....:      0.000 (sys:      0.000 wall:      0.000)
  LinearSystemStructureConverterInit:      0.000 (sys:      0.000 wall:      0.000)
QualityFunctionSearch...............:      0.052 (sys:      0.112 wall:      0.125)
TryCorrector........................:      0.000 (sys:      0.000 wall:      0.000)
Task1...............................:      0.011 (sys:      0.022 wall:      0.028)
Task2...............................:      0.016 (sys:      0.013 wall:      0.021)
Task3...............................:      0.004 (sys:      0.012 wall:      0.011)
Task4...............................:      0.000 (sys:      0.000 wall:      0.000)
Task5...............................:      0.008 (sys:      0.012 wall:      0.016)
Task6...............................:      0.000 (sys:      0.000 wall:      0.000)
Function Evaluations................:      4.169 (sys:      0.612 wall:      3.491)
 Objective function.................:      0.196 (sys:      0.025 wall:      0.158)
 Objective function gradient........:      0.052 (sys:      0.004 wall:      0.029)
 Equality constraints...............:      2.130 (sys:      0.130 wall:      1.916)
 Inequality constraints.............:      0.078 (sys:      0.006 wall:      0.020)
 Equality constraint Jacobian.......:      1.705 (sys:      0.408 wall:      1.362)
 Inequality constraint Jacobian.....:      0.009 (sys:      0.037 wall:      0.005)
 Lagrangian Hessian.................:      0.000 (sys:      0.000 wall:      0.000)

EXIT: Maximum Number of Iterations Exceeded.
Optimization took 10.810377 sec.
Optimization failed.
